Decade,Level,FieldOfStudyId,FieldOfStudyFrac,NormalizedName,PID
2.0,1.0,71240020.0,0.4,stereochemistry,449380
2.0,2.0,66974803.0,0.08163265306122448,nuclear magnetic resonance spectroscopy,449380
2.0,3.0,547475151.0,0.06896551724137931,escherichia coli,449380
2.0,4.0,2778167190.0,0.23809523809523808,d lactate dehydrogenase,449380
2.0,5.0,103408237.0,0.42857142857142855,site directed mutagenesis,449380
1.0,0.0,86803240.0,1.0,biology,655916
2.0,0.0,86803240.0,1.0,biology,655916
1.0,1.0,54355233.0,0.5,genetics,655916
1.0,2.0,83740816.0,0.2,gibberellin,655916
2.0,2.0,83740816.0,0.1794871794871795,gibberellin,655916
1.0,3.0,2777576037.0,0.09090909090909091,saccharomyces cerevisiae,655916
1.0,4.0,73766848.0,0.07407407407407407,derepression,655916
1.0,5.0,18949551.0,0.1,sequence assembly,655916
2.0,1.0,59822182.0,0.3076923076923077,botany,655916
2.0,3.0,143065580.0,0.12,mutant,655916
2.0,4.0,2779491563.0,0.14285714285714285,arabidopsis,655916
2.0,5.0,131312102.0,0.36363636363636365,f box protein,655916
1.0,0.0,192562407.0,0.875,materials science,399341
2.0,0.0,192562407.0,0.9655172413793104,materials science,399341
1.0,1.0,191897082.0,0.36363636363636365,metallurgy,399341
1.0,2.0,134132462.0,0.10810810810810811,ceramic,399341
1.0,3.0,47908070.0,0.29411764705882354,grain boundary,399341
2.0,3.0,47908070.0,0.2,grain boundary,399341
1.0,4.0,89025888.0,0.3333333333333333,dihedral angle,399341
2.0,1.0,159985019.0,0.17073170731707318,composite material,399341
2.0,2.0,87976508.0,0.10569105691056911,microstructure,399341
2.0,4.0,2993623694.0,0.3333333333333333,grain boundary migration,399341
1.0,0.0,162324750.0,0.6956521739130435,economics,578852
2.0,0.0,162324750.0,0.8484848484848485,economics,578852
1.0,1.0,18547055.0,0.1891891891891892,international economics,578852
1.0,2.0,140413371.0,0.07692307692307693,commercial policy,578852
1.0,3.0,2994541109.0,0.18181818181818182,patent system,578852
1.0,4.0,2779190738.0,0.5,trade diversion,578852
2.0,4.0,2779190738.0,1.0,trade diversion,578852
2.0,1.0,155202549.0,0.3111111111111111,international trade,578852
2.0,2.0,2779202806.0,0.064,dumping,578852
2.0,3.0,207103383.0,0.09375,hazard ratio,578852
1.0,0.0,121332964.0,0.3333333333333333,physics,384576
2.0,0.0,121332964.0,0.4423076923076923,physics,384576
1.0,1.0,57879066.0,0.32608695652173914,mechanics,384576
2.0,1.0,57879066.0,0.23880597014925373,mechanics,384576
1.0,2.0,2777834885.0,0.19101123595505617,flutter,384576
2.0,2.0,2777834885.0,0.07142857142857142,flutter,384576
1.0,3.0,16826683.0,0.0945945945945946,plate theory,384576
1.0,4.0,132557482.0,0.2727272727272727,aerodynamic force,384576
1.0,5.0,2992941405.0,0.5,nonlinear flutter,384576
2.0,3.0,13393347.0,0.0898876404494382,aerodynamics,384576
2.0,4.0,117185709.0,0.16129032258064516,aeroelasticity,384576
2.0,5.0,45502583.0,0.3333333333333333,hele shaw flow,384576
1.0,0.0,192562407.0,0.8389830508474576,materials science,187888
2.0,0.0,192562407.0,0.8564356435643564,materials science,187888
1.0,1.0,49040817.0,0.46111111111111114,optoelectronics,187888
2.0,1.0,49040817.0,0.44089456869009586,optoelectronics,187888
1.0,2.0,520434653.0,0.07957559681697612,laser,187888
1.0,3.0,106246969.0,0.12173913043478261,vertical cavity surface emitting laser,187888
2.0,3.0,106246969.0,0.07905138339920949,vertical cavity surface emitting laser,187888
1.0,4.0,162117346.0,0.2545454545454545,nanolithography,187888
2.0,4.0,162117346.0,0.16806722689075632,nanolithography,187888
1.0,5.0,20608485.0,0.14285714285714285,ballistic conduction in single walled carbon nanotubes,187888
2.0,2.0,75302062.0,0.14611260053619302,photonic crystal,187888
2.0,5.0,148582644.0,0.2962962962962963,microstructured optical fiber,187888
1.0,0.0,127313418.0,0.7407407407407407,geology,250574
2.0,0.0,127313418.0,1.0,geology,250574
1.0,1.0,165205528.0,0.5142857142857142,seismology,250574
2.0,1.0,165205528.0,0.4857142857142857,seismology,250574
1.0,2.0,175551986.0,0.06930693069306931,fault,250574
1.0,3.0,32758168.0,0.09333333333333334,normal mode,250574
1.0,4.0,3048935.0,0.1875,ridge push,250574
1.0,5.0,164485859.0,0.5,eclogitization,250574
2.0,2.0,77928131.0,0.13076923076923078,tectonics,250574
2.0,3.0,119477230.0,0.11875,plate tectonics,250574
2.0,4.0,154200439.0,0.1,oceanic crust,250574
2.0,5.0,30239060.0,0.2,delamination,250574
1.0,0.0,121332964.0,0.7692307692307693,physics,64969
1.0,1.0,62520636.0,0.4444444444444444,quantum mechanics,64969
1.0,2.0,181819025.0,0.09803921568627451,atom,64969
1.0,3.0,535169671.0,0.19230769230769232,semiclassical physics,64969
1.0,4.0,51267290.0,0.2,gaussian random field,64969
1.0,5.0,53920899.0,0.5,brownian excursion,64969
2.0,0.0,185592680.0,0.6086956521739131,chemistry,64969
2.0,1.0,121864883.0,0.27941176470588236,statistical physics,64969
2.0,2.0,19499675.0,0.09142857142857143,monte carlo method,64969
2.0,3.0,16016025.0,0.1348314606741573,quantum monte carlo,64969
2.0,4.0,37669827.0,0.21052631578947367,monte carlo molecular modeling,64969
2.0,5.0,132725507.0,0.3888888888888889,monte carlo integration,64969
1.0,0.0,185592680.0,0.7142857142857143,chemistry,508843
2.0,0.0,185592680.0,0.6538461538461539,chemistry,508843
1.0,1.0,74650414.0,0.16129032258064516,classical mechanics,508843
1.0,2.0,121557403.0,0.08695652173913043,deposition,508843
1.0,3.0,126061179.0,0.10526315789473684,van der waals force,508843
1.0,4.0,3017404479.0,0.4,reversible adsorption,508843
1.0,5.0,186309590.0,1.0,diffusiophoresis,508843
2.0,5.0,186309590.0,0.5555555555555556,diffusiophoresis,508843
2.0,1.0,57879066.0,0.19047619047619047,mechanics,508843
2.0,2.0,59789625.0,0.0851063829787234,colloid,508843
2.0,3.0,135768490.0,0.10344827586206896,shear flow,508843
2.0,4.0,101082671.0,0.3333333333333333,simple shear,508843
1.0,0.0,33923547.0,0.5238095238095238,mathematics,213918
1.0,1.0,134306372.0,0.43333333333333335,mathematical analysis,213918
1.0,2.0,93779851.0,0.08791208791208792,partial differential equation,213918
1.0,3.0,140820882.0,0.12903225806451613,vortex,213918
2.0,3.0,140820882.0,0.36538461538461536,vortex,213918
1.0,4.0,83774755.0,0.26666666666666666,nonlinear schrodinger equation,213918
1.0,5.0,112766332.0,0.375,hydrodynamic stability,213918
2.0,0.0,121332964.0,0.6666666666666666,physics,213918
2.0,1.0,74650414.0,0.42105263157894735,classical mechanics,213918
2.0,2.0,17269025.0,0.04201680672268908,geometric phase,213918
2.0,4.0,200114574.0,0.3333333333333333,vorticity,213918
2.0,5.0,154414712.0,0.25,trilinear coordinates,213918
1.0,0.0,185592680.0,0.7391304347826086,chemistry,63378
2.0,0.0,185592680.0,0.524390243902439,chemistry,63378
1.0,1.0,55493867.0,0.3333333333333333,biochemistry,63378
2.0,1.0,55493867.0,0.43636363636363634,biochemistry,63378
1.0,2.0,47701112.0,0.06779661016949153,protein structure,63378
1.0,3.0,204779464.0,0.22448979591836735,glycogen phosphorylase,63378
2.0,3.0,204779464.0,0.1308016877637131,glycogen phosphorylase,63378
1.0,4.0,3017806150.0,0.17391304347826086,phosphorylase a,63378
1.0,5.0,195147555.0,0.2608695652173913,phosphorylase kinase,63378
2.0,5.0,195147555.0,0.32608695652173914,phosphorylase kinase,63378
2.0,2.0,181199279.0,0.12365591397849462,enzyme,63378
2.0,4.0,2777807008.0,0.0970873786407767,serine protease,63378
1.0,0.0,33923547.0,0.7230769230769231,mathematics,249980
2.0,0.0,33923547.0,0.7025316455696202,mathematics,249980
1.0,1.0,65244806.0,0.2682926829268293,control theory,249980
1.0,2.0,100515483.0,0.14855072463768115,filter bank,249980
2.0,2.0,100515483.0,0.06568144499178982,filter bank,249980
1.0,3.0,175742284.0,0.17796610169491525,prototype filter,249980
1.0,4.0,64621657.0,0.2830188679245283,quadrature mirror filter,249980
1.0,5.0,51426754.0,0.17142857142857143,raised cosine filter,249980
2.0,1.0,154945302.0,0.20655737704918034,artificial intelligence,249980
2.0,3.0,128840427.0,0.06968641114982578,motion compensation,249980
2.0,4.0,174493125.0,0.10160427807486631,quarter pixel motion,249980
2.0,5.0,199550912.0,0.102803738317757,lifting scheme,249980
1.0,0.0,185592680.0,0.7142857142857143,chemistry,460415
2.0,0.0,185592680.0,0.75,chemistry,460415
1.0,1.0,8010536.0,0.3684210526315789,crystallography,460415
1.0,2.0,203036418.0,0.13636363636363635,crystallization,460415
1.0,3.0,50515024.0,0.10344827586206896,x ray crystallography,460415
1.0,4.0,185020521.0,0.21052631578947367,thermolysin,460415
1.0,5.0,2776253728.0,0.2,biliverdin,460415
2.0,1.0,71240020.0,0.4233576642335766,stereochemistry,460415
2.0,2.0,181199279.0,0.09803921568627451,enzyme,460415
2.0,3.0,41183919.0,0.07569721115537849,active site,460415
2.0,4.0,112247285.0,0.06569343065693431,multiple isomorphous replacement,460415
2.0,5.0,2780297638.0,0.18518518518518517,carbamoyl phosphate,460415
1.0,0.0,127313418.0,0.8235294117647058,geology,349022
2.0,0.0,127313418.0,0.8823529411764706,geology,349022
1.0,1.0,49204034.0,0.23076923076923078,climatology,349022
1.0,2.0,123750103.0,0.15,ice sheet,349022
2.0,2.0,123750103.0,0.1827956989247312,ice sheet,349022
1.0,3.0,81820708.0,0.24242424242424243,ice stream,349022
2.0,3.0,81820708.0,0.29310344827586204,ice stream,349022
1.0,4.0,87547467.0,0.2727272727272727,ice shelf,349022
2.0,4.0,87547467.0,0.34375,ice shelf,349022
1.0,5.0,45222602.0,0.2222222222222222,greenland ice sheet project,349022
2.0,1.0,114793014.0,0.2926829268292683,geomorphology,349022
2.0,5.0,2780223605.0,0.1724137931034483,antarctic ice sheet,349022
1.0,0.0,41008148.0,0.6060606060606061,computer science,757936
2.0,0.0,41008148.0,0.4827586206896552,computer science,757936
1.0,1.0,154945302.0,0.2857142857142857,artificial intelligence,757936
2.0,1.0,154945302.0,0.21551724137931033,artificial intelligence,757936
1.0,2.0,90509273.0,0.041379310344827586,robot,757936
1.0,3.0,161362739.0,0.0851063829787234,open loop controller,757936
1.0,4.0,188888258.0,0.16666666666666666,robot learning,757936
1.0,5.0,17061570.0,0.3333333333333333,wake sleep algorithm,757936
2.0,2.0,739882.0,0.02922077922077922,anomaly detection,757936
2.0,3.0,8038995.0,0.04597701149425287,unsupervised learning,757936
2.0,4.0,74222875.0,0.0967741935483871,robot kinematics,757936
2.0,5.0,112972136.0,0.18181818181818182,stability,757936
1.0,0.0,192562407.0,0.8125,materials science,670963
2.0,0.0,192562407.0,0.9347826086956522,materials science,670963
1.0,1.0,42360764.0,0.12258064516129032,chemical engineering,670963
1.0,2.0,19067145.0,0.07216494845360824,thin film,670963
1.0,3.0,47908070.0,0.06578947368421052,grain boundary,670963
2.0,3.0,47908070.0,0.07194244604316546,grain boundary,670963
1.0,4.0,3792809.0,0.13333333333333333,molecular beam epitaxy,670963
1.0,5.0,2994498135.0,1.0,lateral overgrowth,670963
2.0,5.0,2994498135.0,1.0,lateral overgrowth,670963
2.0,1.0,171250308.0,0.1721311475409836,nanotechnology,670963
2.0,2.0,146088050.0,0.0547945205479452,transmission electron microscopy,670963
2.0,4.0,144783951.0,0.10344827586206896,energy filtered transmission electron microscopy,670963
1.0,0.0,86803240.0,0.65,biology,235888
2.0,0.0,86803240.0,0.8888888888888888,biology,235888
1.0,1.0,126322002.0,0.3333333333333333,internal medicine,235888
2.0,1.0,126322002.0,0.34,internal medicine,235888
1.0,2.0,2779959927.0,0.23529411764705882,skeletal muscle,235888
1.0,3.0,2779306644.0,0.20930232558139536,insulin,235888
2.0,3.0,2779306644.0,0.20967741935483872,insulin,235888
1.0,4.0,161573976.0,0.2608695652173913,glucose transporter,235888
2.0,4.0,161573976.0,0.2777777777777778,glucose transporter,235888
1.0,5.0,112446052.0,0.1956521739130435,insulin receptor,235888
2.0,2.0,2778163477.0,0.15384615384615385,cholesterol,235888
2.0,5.0,2776188179.0,0.32,glut4,235888
1.0,0.0,185592680.0,0.8333333333333334,chemistry,52880
2.0,0.0,185592680.0,0.8705882352941177,chemistry,52880
1.0,1.0,75473681.0,0.375,photochemistry,52880
2.0,1.0,75473681.0,0.32786885245901637,photochemistry,52880
1.0,2.0,40003534.0,0.08695652173913043,raman spectroscopy,52880
2.0,2.0,40003534.0,0.15335463258785942,raman spectroscopy,52880
1.0,3.0,202033177.0,0.11764705882352941,rhodopsin,52880
1.0,4.0,30028475.0,0.3333333333333333,opsin,52880
1.0,5.0,187632348.0,1.0,transmembrane channels,52880
2.0,3.0,189542057.0,0.1619047619047619,bacteriorhodopsin,52880
2.0,4.0,2993906673.0,0.12,retinal chromophore,52880
2.0,5.0,2776509742.0,0.6666666666666666,halobacteriaceae,52880
1.0,0.0,71924100.0,0.4444444444444444,medicine,752933
1.0,1.0,105795698.0,0.25,statistics,752933
1.0,2.0,2908647359.0,0.07692307692307693,population,752933
2.0,2.0,2908647359.0,0.087248322147651,population,752933
1.0,3.0,82789193.0,0.14285714285714285,relative risk,752933
1.0,4.0,39735319.0,0.14285714285714285,distribution,752933
1.0,5.0,46299933.0,0.16666666666666666,child mortality,752933
2.0,0.0,162324750.0,0.3253012048192771,economics,752933
2.0,1.0,149923435.0,0.1271186440677966,demography,752933
2.0,3.0,83864248.0,0.13709677419354838,developing country,752933
2.0,4.0,57868080.0,0.08695652173913043,occupational prestige,752933
2.0,5.0,47122089.0,0.2,total fertility rate,752933
1.0,0.0,86803240.0,0.5714285714285714,biology,3438
2.0,0.0,86803240.0,0.9302325581395349,biology,3438
1.0,1.0,55493867.0,0.3,biochemistry,3438
1.0,2.0,11960822.0,0.11764705882352941,phosphorylation,3438
1.0,3.0,108636557.0,0.2,proto oncogene tyrosine protein kinase src,3438
1.0,4.0,2910496408.0,0.4,avian sarcoma virus,3438
1.0,5.0,2779411145.0,1.0,alpharetrovirus,3438
2.0,1.0,95444343.0,0.34375,cell biology,3438
2.0,2.0,2775960820.0,0.1323529411764706,growth factor,3438
2.0,3.0,34601148.0,0.09848484848484848,transcription,3438
2.0,4.0,165864922.0,0.10588235294117647,regulation of gene expression,3438
2.0,5.0,2910670019.0,0.11627906976744186,serum response element,3438
1.0,0.0,185592680.0,0.8225806451612904,chemistry,100499
2.0,0.0,185592680.0,0.638095238095238,chemistry,100499
1.0,1.0,71240020.0,0.32894736842105265,stereochemistry,100499
1.0,2.0,170493617.0,0.10465116279069768,receptor,100499
2.0,2.0,170493617.0,0.11979166666666667,receptor,100499
1.0,3.0,2781063702.0,0.07758620689655173,opioid,100499
1.0,4.0,2781384515.0,0.17829457364341086,salvinorin a,100499
2.0,4.0,2781384515.0,0.17551020408163265,salvinorin a,100499
1.0,5.0,14471203.0,0.2,coenzyme q cytochrome c reductase,100499
2.0,5.0,14471203.0,0.1111111111111111,coenzyme q cytochrome c reductase,100499
2.0,1.0,98274493.0,0.46875,pharmacology,100499
2.0,3.0,2778938600.0,0.11627906976744186,agonist,100499
1.0,0.0,15744967.0,0.875,psychology,551620
2.0,0.0,15744967.0,0.8571428571428571,psychology,551620
1.0,1.0,118552586.0,0.48,psychiatry,551620
2.0,1.0,118552586.0,0.5517241379310345,psychiatry,551620
1.0,2.0,2991847609.0,0.14285714285714285,posttraumatic stress,551620
1.0,3.0,2776317618.0,0.34615384615384615,anxiety disorder,551620
2.0,3.0,2776317618.0,0.22857142857142856,anxiety disorder,551620
1.0,4.0,2780027766.0,0.4444444444444444,clinician administered ptsd scale,551620
2.0,2.0,171606756.0,0.07692307692307693,psychometrics,551620
2.0,4.0,84028575.0,0.25,victimology,551620
1.0,0.0,162324750.0,0.6521739130434783,economics,180153
2.0,0.0,162324750.0,0.6739130434782609,economics,180153
1.0,1.0,144237770.0,0.36666666666666664,mathematical economics,180153
1.0,2.0,99221444.0,0.05128205128205128,private information retrieval,180153
1.0,3.0,73795354.0,0.08333333333333333,sequential game,180153
1.0,4.0,164407509.0,0.1875,equilibrium selection,180153
1.0,5.0,3963096.0,0.125,official cash rate,180153
2.0,1.0,175444787.0,0.39436619718309857,microeconomics,180153
2.0,2.0,2780310539.0,0.07792207792207792,imperfect,180153
2.0,3.0,202556891.0,0.35185185185185186,repeated game,180153
2.0,4.0,146930158.0,0.21052631578947367,extensive form game,180153
2.0,5.0,21603316.0,0.20588235294117646,folk theorem,180153
1.0,0.0,185592680.0,0.6,chemistry,80224
2.0,0.0,185592680.0,0.43209876543209874,chemistry,80224
1.0,1.0,8010536.0,0.2903225806451613,crystallography,80224
1.0,2.0,32909587.0,0.07368421052631578,molecule,80224
1.0,3.0,70854507.0,0.09090909090909091,mossbauer spectroscopy,80224
1.0,4.0,779372.0,0.18181818181818182,ferrimagnetism,80224
1.0,5.0,2780320949.0,1.0,anisotropy energy,80224
2.0,1.0,171250308.0,0.14782608695652175,nanotechnology,80224
2.0,2.0,155672457.0,0.06896551724137931,nanoparticle,80224
2.0,3.0,3018553663.0,0.04265402843601896,protein cage,80224
2.0,4.0,2779733859.0,0.14705882352941177,cowpea chlorotic mottle virus,80224
2.0,5.0,2910704935.0,0.2916666666666667,archaeal viruses,80224
1.0,0.0,192562407.0,0.5,materials science,460217
1.0,1.0,49040817.0,0.2222222222222222,optoelectronics,460217
1.0,2.0,102725377.0,0.1111111111111111,particle,460217
1.0,3.0,2961886.0,0.09090909090909091,particle deposition,460217
1.0,4.0,197011783.0,0.5,denitrifying bacteria,460217
2.0,0.0,185592680.0,0.7941176470588235,chemistry,460217
2.0,1.0,115704247.0,0.13725490196078433,analytical chemistry,460217
2.0,2.0,40250595.0,0.06993006993006994,electrophoresis,460217
2.0,3.0,11268172.0,0.08536585365853659,micelle,460217
2.0,4.0,171972299.0,0.14285714285714285,self adjoint operator,460217
2.0,5.0,119103248.0,0.5,sherwood number,460217
1.0,0.0,86803240.0,0.8181818181818182,biology,57679
2.0,0.0,86803240.0,0.9444444444444444,biology,57679
1.0,1.0,95444343.0,0.26666666666666666,cell biology,57679
2.0,1.0,95444343.0,0.2903225806451613,cell biology,57679
1.0,2.0,137214850.0,0.16666666666666666,cleavage,57679
1.0,3.0,54458228.0,0.2857142857142857,rna splicing,57679
2.0,3.0,54458228.0,0.3333333333333333,rna splicing,57679
1.0,4.0,36823959.0,0.75,exon,57679
1.0,5.0,40000846.0,0.10344827586206896,spliceosome,57679
2.0,5.0,40000846.0,0.16783216783216784,spliceosome,57679
2.0,2.0,2779222958.0,0.13043478260869565,yeast,57679
2.0,4.0,75934600.0,0.3333333333333333,ribonucleoprotein,57679
1.0,0.0,127313418.0,1.0,geology,538473
2.0,0.0,127313418.0,0.7777777777777778,geology,538473
1.0,1.0,111368507.0,0.25925925925925924,oceanography,538473
2.0,1.0,111368507.0,0.2647058823529412,oceanography,538473
1.0,2.0,132651083.0,0.2564102564102564,climate change,538473
2.0,2.0,132651083.0,0.1488095238095238,climate change,538473
1.0,3.0,127045886.0,0.25,glacier mass balance,538473
1.0,4.0,87547467.0,0.6666666666666666,ice shelf,538473
1.0,5.0,107018473.0,0.5,glaciology,538473
2.0,5.0,107018473.0,0.5142857142857142,glaciology,538473
2.0,3.0,49999975.0,0.07547169811320754,atmospheric chemistry,538473
2.0,4.0,42832001.0,0.18181818181818182,snow line,538473
1.0,0.0,192562407.0,1.0,materials science,58873
1.0,1.0,42360764.0,0.5,chemical engineering,58873
1.0,2.0,7070889.0,0.2,monolayer,58873
1.0,4.0,58018886.0,0.3333333333333333,tacticity,58873
1.0,0.0,86803240.0,0.90625,biology,55823
2.0,0.0,86803240.0,0.8095238095238095,biology,55823
1.0,1.0,90856448.0,0.2619047619047619,zoology,55823
2.0,1.0,90856448.0,0.3218390804597701,zoology,55823
1.0,2.0,71640776.0,0.07142857142857142,taxon,55823
1.0,3.0,193252679.0,0.16901408450704225,phylogenetic tree,55823
2.0,3.0,193252679.0,0.13709677419354838,phylogenetic tree,55823
1.0,4.0,20822588.0,0.13513513513513514,cladistics,55823
1.0,5.0,12326286.0,0.1935483870967742,monophyly,55823
2.0,5.0,12326286.0,0.22727272727272727,monophyly,55823
2.0,2.0,180746962.0,0.12413793103448276,leech,55823
2.0,4.0,2780332690.0,0.10144927536231885,arhynchobdellida,55823
1.0,0.0,121332964.0,1.0,physics,490907
2.0,0.0,121332964.0,0.9791666666666666,physics,490907
1.0,1.0,184779094.0,0.375,atomic physics,490907
2.0,1.0,184779094.0,0.5833333333333334,atomic physics,490907
1.0,2.0,147120987.0,0.1368421052631579,electron,490907
2.0,2.0,147120987.0,0.11538461538461539,electron,490907
1.0,3.0,85867844.0,0.06382978723404255,fermi gas,490907
1.0,4.0,2778932734.0,0.2,diocotron instability,490907
1.0,5.0,95802253.0,0.3333333333333333,neutron magnetic moment,490907
2.0,3.0,2775876984.0,0.13761467889908258,free electron laser,490907
2.0,4.0,2780089451.0,0.3125,wiggler,490907
2.0,5.0,173781883.0,0.6666666666666666,m squared,490907
1.0,0.0,185592680.0,1.0,chemistry,251186
2.0,0.0,185592680.0,0.6666666666666666,chemistry,251186
1.0,1.0,43617362.0,1.0,chromatography,251186
1.0,2.0,50027330.0,0.16666666666666666,electrophile,251186
1.0,3.0,105066094.0,0.5,electron capture,251186
2.0,1.0,11413529.0,0.25,algorithm,251186
2.0,2.0,10390740.0,0.1111111111111111,analyte,251186
2.0,3.0,40325409.0,0.2,mass spectrum,251186
2.0,4.0,5098756.0,0.3333333333333333,protein disulfide isomerase,251186
2.0,5.0,51853150.0,0.14285714285714285,cyclin dependent kinase 4,251186
1.0,0.0,185592680.0,1.0,chemistry,62996
2.0,0.0,185592680.0,0.9880952380952381,chemistry,62996
1.0,1.0,178790620.0,0.2777777777777778,organic chemistry,62996
2.0,1.0,178790620.0,0.4752475247524752,organic chemistry,62996
1.0,2.0,161790260.0,0.17142857142857143,catalysis,62996
2.0,2.0,161790260.0,0.3116279069767442,catalysis,62996
1.0,3.0,146686406.0,0.09523809523809523,enantioselective synthesis,62996
2.0,3.0,146686406.0,0.28502415458937197,enantioselective synthesis,62996
1.0,4.0,2780337600.0,0.3333333333333333,chiral lewis acid,62996
1.0,5.0,19972892.0,0.3333333333333333,hydrogen bond catalysis,62996
2.0,4.0,2777797831.0,0.15625,cinchona,62996
1.0,0.0,185592680.0,0.9259259259259259,chemistry,351501
2.0,0.0,185592680.0,0.864406779661017,chemistry,351501
1.0,1.0,8010536.0,0.18604651162790697,crystallography,351501
1.0,2.0,41625074.0,0.09090909090909091,membrane,351501
1.0,3.0,192157962.0,0.10144927536231885,bilayer,351501
1.0,4.0,48242016.0,0.21875,deuterium nmr,351501
2.0,4.0,48242016.0,0.18571428571428572,deuterium nmr,351501
1.0,5.0,2780536256.0,0.42857142857142855,acholeplasmataceae,351501
2.0,1.0,188027245.0,0.1827956989247312,polymer chemistry,351501
2.0,2.0,521977710.0,0.07729468599033816,polymer,351501
2.0,3.0,39944091.0,0.09352517985611511,lipid bilayer,351501
2.0,5.0,63491327.0,0.42857142857142855,model lipid bilayer,351501
1.0,0.0,162324750.0,0.8181818181818182,economics,234896
2.0,0.0,162324750.0,1.0,economics,234896
1.0,1.0,175444787.0,0.16666666666666666,microeconomics,234896
1.0,2.0,126285488.0,0.08695652173913043,monetary policy,234896
1.0,3.0,524878704.0,0.15789473684210525,fiscal policy,234896
1.0,4.0,114708693.0,0.4,fiscal union,234896
1.0,5.0,77913304.0,0.3333333333333333,black litterman model,234896
2.0,1.0,74363100.0,0.16666666666666666,economic system,234896
2.0,2.0,81751973.0,0.13043478260869565,capital accumulation,234896
2.0,3.0,199724614.0,0.26666666666666666,prices of production,234896
2.0,4.0,2781046899.0,1.0,demand pull inflation,234896
2.0,5.0,91760546.0,1.0,capital,234896
1.0,0.0,95457728.0,0.6666666666666666,history,552476
2.0,0.0,95457728.0,0.625,history,552476
1.0,1.0,2549261.0,0.2,ethnology,552476
1.0,2.0,91304198.0,0.16666666666666666,hebrew,552476
1.0,3.0,90048612.0,0.25,acculturation,552476
2.0,1.0,15708023.0,0.16666666666666666,humanities,552476
2.0,2.0,150152722.0,0.2222222222222222,judaism,552476
2.0,3.0,86626386.0,0.2857142857142857,jewish culture,552476
2.0,4.0,48327123.0,0.5,dictatorship,552476
1.0,0.0,162324750.0,0.7419354838709677,economics,508900
2.0,0.0,162324750.0,0.8070175438596491,economics,508900
1.0,1.0,556758197.0,0.3,monetary economics,508900
2.0,1.0,556758197.0,0.375,monetary economics,508900
1.0,2.0,120527767.0,0.08045977011494253,debt,508900
1.0,3.0,9127897.0,0.1016949152542373,physical capital,508900
1.0,4.0,560292.0,0.15384615384615385,fixed capital,508900
1.0,5.0,91760546.0,0.36363636363636365,capital,508900
2.0,2.0,2776988154.0,0.11557788944723618,exchange rate,508900
2.0,3.0,44171179.0,0.058823529411764705,external debt,508900
2.0,4.0,2779465119.0,0.1724137931034483,lender of last resort,508900
2.0,5.0,2871461.0,0.16666666666666666,hard money,508900
1.0,0.0,86803240.0,0.9444444444444444,biology,57513
2.0,0.0,86803240.0,0.7,biology,57513
1.0,1.0,95444343.0,0.36363636363636365,cell biology,57513
2.0,1.0,95444343.0,0.34146341463414637,cell biology,57513
1.0,2.0,104317684.0,0.11764705882352941,gene,57513
1.0,3.0,93304396.0,0.2,mitosis,57513
1.0,4.0,134459356.0,0.14814814814814814,ubiquitin ligase,57513
1.0,5.0,9743823.0,0.06896551724137931,cyclin b,57513
2.0,2.0,161624437.0,0.125,small molecule,57513
2.0,3.0,27740335.0,0.09090909090909091,proteasome,57513
2.0,4.0,29537977.0,0.0975609756097561,cell cycle,57513
2.0,5.0,2778437423.0,0.08823529411764706,cyclin b1,57513
1.0,0.0,86803240.0,0.7,biology,2358
2.0,0.0,86803240.0,0.4444444444444444,biology,2358
1.0,1.0,169760540.0,0.6363636363636364,neuroscience,2358
2.0,1.0,169760540.0,0.4444444444444444,neuroscience,2358
1.0,2.0,2779547902.0,0.15,nicotine,2358
1.0,3.0,188987157.0,0.15625,nicotinic agonist,2358
1.0,4.0,64863464.0,0.2857142857142857,juxtacrine signalling,2358
2.0,2.0,22885893.0,0.16129032258064516,cholinergic,2358
2.0,3.0,104966671.0,0.08045977011494253,cholinergic neuron,2358
2.0,4.0,200707615.0,0.08,neuroepithelial cell,2358
2.0,5.0,116598585.0,1.0,extinction,2358
1.0,0.0,185592680.0,0.9333333333333333,chemistry,56093
2.0,0.0,185592680.0,0.9923076923076923,chemistry,56093
1.0,1.0,178790620.0,0.2222222222222222,organic chemistry,56093
2.0,1.0,178790620.0,0.4794520547945205,organic chemistry,56093
1.0,2.0,161790260.0,0.175,catalysis,56093
2.0,2.0,161790260.0,0.3090277777777778,catalysis,56093
1.0,3.0,5304478.0,0.09090909090909091,silylation,56093
1.0,4.0,2777672777.0,0.42857142857142855,dihydroxylation,56093
2.0,3.0,146686406.0,0.33170731707317075,enantioselective synthesis,56093
2.0,4.0,28173026.0,0.4,kinetic resolution,56093
2.0,5.0,2911063574.0,0.5,taurospongin a,56093
1.0,0.0,185592680.0,0.5,chemistry,37225
2.0,0.0,185592680.0,0.6449704142011834,chemistry,37225
1.0,1.0,159467904.0,0.21428571428571427,chemical physics,37225
1.0,2.0,150394285.0,0.051470588235294115,adsorption,37225
1.0,3.0,15696416.0,0.1836734693877551,surface diffusion,37225
1.0,4.0,20563779.0,0.25,lattice diffusion coefficient,37225
1.0,5.0,47833936.0,1.0,diffusion monte carlo,37225
2.0,1.0,147789679.0,0.12867647058823528,physical chemistry,37225
2.0,2.0,152365726.0,0.08333333333333333,density functional theory,37225
2.0,3.0,48940184.0,0.04024767801857585,nanoporous,37225
